LEAID,LEA_NAME,STATE_ABBR,LOCALE,TOTAL,FREE_REDUCED_LUNCH_ELIGIBLE,ENGLISH_LEARNERS,LEA_TYPE
3600017,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,NY,42,582,263,,1
3600018,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,NY,32,711,291,,1
3600019,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,NY,42,782,424,,1
3600020,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,NY,42,791,400,,1
3600021,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,NY,23,983,312,,1
3600023,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,NY,42,1075,448,,1
3600024,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,NY,42,839,407,,1
3600025,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,NY,21,2260,1617,,7
3600026,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,NY,12,1051,840,,7
3600029,GENESEE COMMUNITY CHARTER SCHOOL,NY,12,233,119,,7
3600030,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,NY,21,676,458,,7
3600032,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,NY,12,240,218,,7
3600033,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,NY,12,316,256,,7
3600035,KING CENTER CHARTER SCHOOL,NY,11,419,383,,7
3600036,SOUTH BUFFALO CHARTER SCHOOL,NY,11,912,601,,7
3600038,TAPESTRY CHARTER SCHOOL,NY,11,1120,727,,7
3600039,AMBER CHARTER SCHOOL EAST HARLEM,NY,11,288,269,,7
3600042,BRONX PREPARATORY CHARTER SCHOOL,NY,11,860,775,,7
3600045,BROOKLYN CHARTER SCHOOL (THE),NY,11,203,182,,7
3600046,COMMUNITY PARTNERSHIP CHARTER SCHOOL,NY,11,394,375,,7
3600047,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,NY,11,244,212,,7
3600048,HARRIET TUBMAN CHARTER SCHOOL,NY,11,494,442,,7
3600049,ICAHN CHARTER SCHOOL 1,NY,11,340,303,,7
3600053,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,NY,11,373,348,,7
3600054,KIPP ACADEMY CHARTER SCHOOL,NY,11,1155,980,,7
3600055,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,NY,11,732,495,,7
3600057,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,NY,11,681,417,,7
3600059,RENAISSANCE CHARTER SCHOOL,NY,11,657,536,,7
3600060,RIVERHEAD CHARTER SCHOOL,NY,41,972,650,,7
3600061,SISULU-WALKER CHARTER SCHOOL OF HARLEM,NY,11,152,129,,7
3600063,BRONX CHARTER SCHOOL FOR THE ARTS,NY,11,588,525,,7
3600066,FAMILY LIFE ACADEMY CHARTER SCHOOL,NY,11,428,413,,7
3600067,GLOBAL CONCEPTS CHARTER SCHOOL,NY,21,878,,,7
3600068,HARLEM PREP CHARTER SCHOOL,NY,11,647,578,,7
3600070,SOUTHSIDE ACADEMY CHARTER SCHOOL,NY,12,685,656,,7
3600071,BUFFALO UNITED CHARTER SCHOOL,NY,11,465,434,,7
3600073,ENTERPRISE CHARTER SCHOOL,NY,11,402,397,,7
3600076,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NY,11,9393,6197,,2
3600077,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NY,11,55345,31466,,2
3600078,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,NY,11,19143,10357,,2
3600079,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,NY,11,11201,9251,,2
3600080,HARLEM VILLAGE ACADEMY NORTH CHARTER SCHOOL,NY,11,394,345,,7
3600081,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,NY,11,8837,6435,,2
3600082,KIPP STAR COLLEGE PREP CHARTER SCHOOL,NY,11,748,650,,7
3600083,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,NY,11,17899,15020,,2
3600084,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,NY,11,14871,12962,,2
3600085,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,NY,11,23353,19235,,2
3600086,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,NY,11,25840,22790,,2
3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,NY,11,42464,35030,,2
3600088,NEW YORK CITY GEOGRAPHIC DISTRICT #11,NY,11,32263,25964,,2
3600089,BRONX CHARTER SCHOOL FOR BETTER LEARNING,NY,11,532,409,,7
3600090,NEW YORK CITY GEOGRAPHIC DISTRICT #12,NY,11,16974,14804,,2
3600091,NEW YORK CITY GEOGRAPHIC DISTRICT #13,NY,11,19380,11859,,2
3600092,NEW YORK CITY GEOGRAPHIC DISTRICT #15,NY,11,26509,14876,,2
3600094,NEW YORK CITY GEOGRAPHIC DISTRICT #16,NY,11,5662,4532,,2
3600095,NEW YORK CITY GEOGRAPHIC DISTRICT #17,NY,11,17590,14143,,2
3600096,NEW YORK CITY GEOGRAPHIC DISTRICT #18,NY,11,11829,9408,,2
3600097,NEW YORK CITY GEOGRAPHIC DISTRICT #32,NY,11,9081,7948,,2
3600098,NEW YORK CITY GEOGRAPHIC DISTRICT #24,NY,11,50026,39937,,2
3600099,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY,11,29528,18810,,2
3600100,NEW YORK CITY GEOGRAPHIC DISTRICT #28,NY,11,38133,26857,,2
3600101,NEW YORK CITY GEOGRAPHIC DISTRICT #29,NY,11,23632,17310,,2
3600102,NEW YORK CITY GEOGRAPHIC DISTRICT #30,NY,11,36624,26110,,2
3600103,NEW YORK CITY GEOGRAPHIC DISTRICT #31,NY,11,60164,37373,,2
3600104,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,NY,12,993,763,,7
3600105,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,NY,11,899,863,,7
3600106,WESTERN NEW YORK MARITIME CHARTER SCHOOL,NY,11,392,58,,7
3600107,WESTMINSTER COMMUNITY CHARTER SCHOOL,NY,11,342,316,,7
3600108,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,NY,11,1176,1082,,7
3600109,OPPORTUNITY CHARTER SCHOOL,NY,11,388,366,,7
3600110,ACCESS BRONX CHARTER SCHOOL,NY,11,462,440,,7
3600111,PHAROS ACADEMY CHARTER SCHOOL,NY,11,695,631,,7
3600112,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,NY,11,698,537,,7
3600113,BRONX CHARTER SCHOOL FOR EXCELLENCE,NY,11,790,720,,7
3600114,UNCOMMON EXCELLENCE BOYS CHARTER SCHOOL NYC,NY,11,415,358,,7
3600115,WILLIAMSBURG CHARTER HIGH SCHOOL,NY,11,665,581,,7
3600116,BROOKLYN EXCELSIOR CHARTER SCHOOL,NY,11,530,468,,7
3600118,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,NY,11,313,233,,7
3600119,NEW YORK CITY GEOGRAPHIC DISTRICT #14,NY,11,15368,11459,,2
3600120,NEW YORK CITY GEOGRAPHIC DISTRICT #19,NY,11,19984,16801,,2
3600121,NEW YORK CITY GEOGRAPHIC DISTRICT #23,NY,11,8090,6725,,2
3600122,NEW YORK CITY GEOGRAPHIC DISTRICT #25,NY,11,34433,25477,,2
3600123,NEW YORK CITY GEOGRAPHIC DISTRICT #27,NY,11,41868,32112,,2
3600124,CANISTEO-GREENWOOD CSD,NY,42,969,509,,1
3600125,EASTPORT-SOUTH MANOR CSD,NY,21,2729,729,,1
3600126,NEW YORK STATE DEPARTMENT OF CORRECTIONS,NY,12,374,,,5
3600127,NEW YORK STATE OFFICE MENTAL HEALTH (OMH),NY,21,159,,,5
3600128,KIPP TECH VALLEY CHARTER SCHOOL,NY,12,840,721,,7
3600131,NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS),NY,41,408,,,5
3600133,NEW YORK STATE SCHOOL FOR THE BLIND,NY,32,51,48,,5
3600135,NYC SPECIAL SCHOOLS - DISTRICT 75,NY,11,0,24767,,2
3600137,MANHATTAN CHARTER SCHOOL,NY,11,184,160,,7
3600138,HARLEM LINK CHARTER SCHOOL,NY,11,309,269,,7
3600139,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,NY,11,252,228,,7
3600140,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,NY,11,1053,991,,7
3600141,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,NY,11,349,315,,7
3600142,NYC AUTISM CHARTER SCHOOL EAST HARLEM,NY,11,41,37,,7
3600143,KIPP INFINITY CHARTER SCHOOL,NY,11,862,809,,7
3600144,SOUTH BRONX CHARTER SCHOOL,NY,11,434,397,,7
3600145,UNCOMMON WILLIAMSBURG CHARTER SCHOOL NYC,NY,11,250,210,,7
3600146,HELLENIC CLASSICAL CHARTER SCHOOL PARK SLOPE,NY,11,493,247,,7
3600147,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,NY,11,1320,1183,,7
3600148,KIPP ALWAYS MENTALLY PREPARED CHARTER SCHOOL,NY,11,891,794,,7
3600149,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,NY,11,1072,938,,7
3600151,NEW YORK CITY GEOGRAPHIC DISTRICT #20,NY,11,46246,36259,,2
3600152,NEW YORK CITY GEOGRAPHIC DISTRICT #21,NY,11,34189,27194,,2
3600153,NEW YORK CITY GEOGRAPHIC DISTRICT #22,NY,11,31858,23148,,2
3600154,NEW YORK STATE SCHOOL FOR THE DEAF,NY,31,37,24,,5
3600155,CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE,NY,21,1127,928,,7
3600157,EXPLORE CHARTER SCHOOL,NY,11,574,471,,7
3600158,DEMOCRACY PREPARATORY CHARTER SCHOOL,NY,11,583,487,,7
3600159,COMMUNITY ROOTS CHARTER SCHOOL,NY,11,473,149,,7
3600160,ELMWOOD VILLAGE CHARTER SCHOOL DAYS PARK,NY,11,429,237,,7
3600161,SOUTH BRONX CLASSICAL CHARTER SCHOOL,NY,11,522,456,,7
3600162,KIPP ALBANY COMMUNITY CHARTER SCHOOL,NY,12,688,606,,7
3600163,INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL,NY,11,408,336,,7
3600164,NIAGARA CHARTER SCHOOL,NY,21,342,284,,7
3600165,LEADERS IN OUR NEIGHBORHOOD CHARTER SCHOOL,NY,11,943,909,,7
3600166,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,NY,11,899,818,,7
3600167,NEW HEIGHTS ACADEMY CHARTER SCHOOL,NY,11,673,642,,7
3600169,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,NY,11,1520,1030,,7
3600170,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,NY,11,579,502,,7
3600172,UNCOMMON BED-STUY WEST CHARTER SCHOOL NYC,NY,11,1165,1003,,7
3600173,ROCHESTER PREP CHARTER SCHOOL 1,NY,12,1405,1219,,7
3600943,ICAHN CHARTER SCHOOL 2,NY,11,342,227,,7
3600944,UNCOMMON KINGS CHARTER SCHOOL NYC,NY,11,1262,1091,,7
3600945,GREEN TECH HIGH CHARTER SCHOOL,NY,12,450,257,,7
3600946,HENRY JOHNSON CHARTER SCHOOL,NY,12,346,,,7
3600948,NORTHSIDE CHARTER HIGH SCHOOL,NY,11,421,348,,7
3600949,PAVE ACADEMY CHARTER SCHOOL,NY,11,413,372,,7
3600950,ROCHESTER ACADEMY CHARTER SCHOOL,NY,12,829,828,,7
3600952,EQUITY PROJECT CHARTER SCHOOL (THE),NY,11,1075,997,,7
3600953,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,NY,11,391,326,,7
3600954,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,NY,11,240,212,,7
3600955,ICAHN CHARTER SCHOOL 3,NY,11,350,250,,7
3600956,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,NY,11,601,585,,7
3600957,VOICE CHARTER SCHOOL OF NEW YORK,NY,11,849,783,,7
3600958,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,NY,11,184,178,,7
3600959,NYC CHARTER HS - AECI,NY,11,450,448,,7
3600960,MOTT HAVEN ACADEMY CHARTER SCHOOL,NY,11,442,413,,7
3600961,LA CIMA CHARTER SCHOOL,NY,11,174,153,,7
3600962,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,NY,11,629,524,,7
3600963,UNIVERSITY PREP CHARTER HIGH SCHOOL,NY,11,447,394,,7
3600964,DREAM CHARTER SCHOOL EAST HARLEM,NY,11,554,524,,7
3600965,UNCOMMON BED-STUY EAST CHARTER SCHOOL NYC,NY,11,317,270,,7
3600967,BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS,NY,11,313,289,,7
3600968,BRONX COMMUNITY CHARTER SCHOOL,NY,11,492,427,,7
3600969,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,NY,11,651,599,,7
3600984,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,NY,11,202,176,,7
3600987,GROWING UP GREEN CHARTER SCHOOL,NY,11,692,518,,7
3600988,EVERGREEN CHARTER SCHOOL,NY,21,1144,992,,7
3600989,BROOKLYN SCHOLARS CHARTER SCHOOL,NY,11,728,649,,7
3600990,NEW ROOTS CHARTER SCHOOL,NY,13,98,56,,7
3600991,BROOKLYN PROSPECT CHARTER SCHOOL-CSD 15,NY,11,20,12,,7
3600992,KIPP TROY PREPARATORY CHARTER SCHOOL,NY,13,762,682,,7
3600993,UNCOMMON BROWNSVILLE NORTH CHARTER SCHOOL NYC,NY,11,1313,1128,,7
3600994,EXPLORE EMPOWER CHARTER SCHOOL,NY,11,500,447,,7
3600995,ICAHN CHARTER SCHOOL 4,NY,11,357,266,,7
3600996,JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,NY,11,884,725,,7
3600997,ACADEMY CHARTER SCHOOL,NY,21,2003,1691,,7
3600998,SUMMIT ACADEMY CHARTER SCHOOL,NY,11,290,263,,7
3601000,UNCOMMON EXCELLENCE GIRLS CHARTER SCHOOL NYC,NY,11,871,724,,7
3601001,ACADEMIC LEADERSHIP CHARTER SCHOOL,NY,11,343,327,,7
3601002,BROWNSVILLE ASCEND CHARTER SCHOOL,NY,11,591,555,,7
3601003,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,NY,11,614,596,,7
3601004,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,NY,11,1336,1205,,7
3601005,EQUALITY CHARTER SCHOOL,NY,11,752,687,,7
3601006,ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS,NY,12,383,311,,7
3601008,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,NY,12,514,314,,7
3601009,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,NY,11,733,600,,7
3601010,DEMOCRACY PREP HARLEM CHARTER SCHOOL,NY,11,900,807,,7
3601011,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,NY,11,513,440,,7
3601012,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,NY,11,904,807,,7
3601014,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,NY,11,221,174,,7
3601015,BROOKLYN DREAMS CHARTER SCHOOL,NY,11,489,381,,7
3601016,UNCOMMON BROWNSVILLE SOUTH CHARTER SCHOOL NYC,NY,11,748,698,,7
3601017,BUSHWICK ASCEND CHARTER SCHOOL,NY,11,738,681,,7
3601018,CHALLENGE PREPARATORY CHARTER SCHOOL,NY,11,1218,1053,,7
3601019,NEW WORLD PREPARATORY CHARTER SCHOOL,NY,11,803,749,,7
3601022,HEALTH SCIENCES CHARTER SCHOOL,NY,11,452,416,,7
3601023,NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,NY,11,286,230,,7
3601024,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,NY,11,955,818,,7
3601025,NUASIN NEXT GENERATION CHARTER SCHOOL,NY,11,786,765,,7
3601027,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,NY,11,733,726,,7
3601028,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,NY,11,758,664,,7
3601029,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,NY,11,665,642,,7
3601030,HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN,NY,11,401,373,,7
3601031,IMAGINE ME LEADERSHIP CHARTER SCHOOL,NY,11,280,232,,7
3601032,UNCOMMON CROWN HEIGHTS CHARTER SCHOOL NYC,NY,11,513,437,,7
3601034,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,NY,11,433,283,,7
3601035,RIVERTON STREET CHARTER SCHOOL,NY,11,1003,783,,7
3601036,INNOVATION CHARTER HIGH SCHOOL,NY,11,412,375,,7
3601039,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,NY,11,1002,564,,7
3601040,ROCHESTER PREP CHARTER SCHOOL 2,NY,12,827,697,,7
3601041,UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES,NY,11,325,297,,7
3601042,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,NY,11,922,823,,7
3601043,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,NY,11,270,240,,7
3601044,CHOICE CHARTER SCHOOL,NY,11,182,159,,7
3601046,DISCOVERY CHARTER SCHOOL,NY,21,300,247,,7
3601047,UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,NY,11,416,368,,7
3601048,EMBER CHARTER SCHOOL,NY,11,373,316,,7
3601049,ICAHN CHARTER SCHOOL 5,NY,11,341,246,,7
3601051,AMANI PUBLIC CHARTER SCHOOL,NY,21,314,189,,7
3601052,EXPLORE EXCEL CHARTER SCHOOL,NY,11,624,493,,7
3601053,ACADEMY OF THE CITY CHARTER SCHOOL,NY,11,695,513,,7
3601054,SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,NY,11,919,632,,7
3601055,WEST BUFFALO CHARTER SCHOOL,NY,11,498,453,,7
3601056,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,NY,11,935,731,,7
3601059,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,NY,11,268,248,,7
3601060,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,NY,11,260,164,,7
3601061,NEW DAWN CHARTER HIGH SCHOOL,NY,11,223,199,,7
3601062,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,NY,11,247,174,,7
3601063,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,NY,11,271,218,,7
3601064,BEGINNING WITH CHILDREN CHARTER SCHOOL II,NY,11,800,731,,7
3601065,URBAN DOVE TEAM CHARTER SCHOOL,NY,11,289,261,,7
3601066,CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,NY,11,601,545,,7
3601069,ICAHN CHARTER SCHOOL 6,NY,11,299,266,,7
3601070,FAMILY LIFE ACADEMY CHARTER SCHOOL II,NY,11,858,796,,7
3601071,MOTT HALL CHARTER SCHOOL,NY,11,170,156,,7
3601072,UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,NY,11,492,438,,7
3601073,UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES II,NY,11,250,228,,7
3601075,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,NY,11,790,737,,7
3601076,GLOBAL COMMUNITY CHARTER SCHOOL,NY,11,477,422,,7
3601077,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,NY,11,623,579,,7
3601079,MANHATTAN CHARTER SCHOOL II,NY,11,73,70,,7
3601080,YOUNG WOMEN'S COLLEGE PREP CS,NY,21,356,300,,7
3601082,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,NY,11,468,347,,7
3601083,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,NY,11,967,569,,7
3601084,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,NY,41,997,807,,7
3601085,GREAT OAKS KATHLEEN SHERRY CHARTER SCHOOL,NY,11,324,273,,7
3601087,CENTRAL VALLEY CSD AT ILION-MOHAWK,NY,31,2105,,,1
3601088,UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III,NY,11,283,239,,7
3601089,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,NY,11,220,169,,7
3601090,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,NY,11,346,317,,7
3601091,ICAHN CHARTER SCHOOL 7,NY,11,303,265,,7
3601092,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),NY,11,247,191,,7
3601093,MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,NY,11,515,450,,7
3601094,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,NY,11,513,423,,7
3601095,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,NY,11,786,624,,7
3601096,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,NY,11,1358,1100,,7
3601099,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,NY,11,484,315,,7
3601100,BROOKLYN URBAN GARDEN CHARTER SCHOOL,NY,11,309,99,,7
3601102,CANARSIE ASCEND CHARTER SCHOOL,NY,11,857,685,,7
3601105,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,NY,11,248,227,,7
3601106,UNCOMMON CANARSIE CHARTER SCHOOL NYC,NY,11,808,665,,7
3601107,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,NY,42,722,435,,1
3601108,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,NY,11,739,677,,7
3601109,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,NY,11,935,835,,7
3601110,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,NY,11,410,318,,7
3601111,BROOKLYN LABORATORY CHARTER SCHOOL,NY,11,628,497,,7
3601112,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,NY,11,630,584,,7
3601113,RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,NY,21,500,453,,7
3601114,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,NY,11,753,676,,7
3601115,BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,NY,11,546,489,,7
3601116,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,NY,11,1124,694,,7
3601117,VERTUS CHARTER SCHOOL,NY,12,348,287,,7
3601118,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS,NY,11,998,560,,7
3601119,AMERICAN DREAM CHARTER SCHOOL,NY,11,603,554,,7
3601120,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,NY,11,590,491,,7
3601121,COMPASS CHARTER SCHOOL,NY,11,296,104,,7
3601122,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,NY,11,721,468,,7
3601123,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH,NY,11,977,628,,7
3601124,ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,NY,11,843,761,,7
3601125,FAMILY LIFE ACADEMY CHARTER SCHOOL III,NY,11,163,155,,7
3601127,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,NY,11,423,346,,7
3601128,FINN ACADEMY: AN ELMIRA CHARTER SCHOOL,NY,13,411,180,,7
3601129,ROSALYN YALOW CHARTER SCHOOL,NY,11,401,383,,7
3601130,NEW VENTURES CHARTER SCHOOL,NY,11,134,111,,7
3601131,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,NY,11,266,258,,7
3601132,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,NY,11,518,504,,7
3601133,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,NY,11,523,492,,7
3601134,BROOKLYN PROSPECT CHARTER SCHOOL - CSD 13.2,NY,11,580,283,,7
3601135,CHARTER SCHOOL OF INQUIRY,NY,11,276,257,,7
3601136,UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV,NY,11,363,270,,7
3601137,STOREFRONT ACADEMY CHARTER SCHOOL,NY,11,260,243,,7
3601138,ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL,NY,11,1481,1310,,7
3601139,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,NY,11,728,622,,7
3601140,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 3,NY,11,494,367,,7
3601141,SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA,NY,11,553,398,,7
3601142,BRONX CHARTER SCHOOL FOR EXCELLENCE 2,NY,11,528,464,,7
3601143,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,NY,11,96,90,,7
3601144,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,NY,11,185,160,,7
3601145,COLLEGIATE ACADEMY-MATH-PERSONAL AWA,NY,11,85,78,,7
3601146,SUCCESS ACADEMY CHARTER SCHOOL-BUSHWICK,NY,11,558,434,,7
3601147,SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,NY,11,349,310,,7
3601148,SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,NY,11,598,490,,7
3601149,AMBER CHARTER SCHOOL KINGSBRIDGE,NY,11,720,605,,7
3601150,BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,NY,11,797,296,,7
3601151,SUCCESS ACADEMY CHARTER SCHOOL-FAR ROCKAWAY,NY,11,728,561,,7
3601152,GROWING UP GREEN CHARTER SCHOOL II,NY,11,810,653,,7
3601153,ROCHESTER PREP CHARTER SCHOOL 3,NY,12,826,747,,7
3601154,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,NY,11,230,145,,7
3601155,WHIN MUSIC COMMUNITY CHARTER SCHOOL,NY,11,464,405,,7
3601156,SOUTH BRONX CLASSICAL CHARTER SCHOOL IV,NY,11,385,351,,7
3601157,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,NY,11,512,419,,7
3601158,LEGACY COLLEGE PREPARATORY CHARTER SCHOOL,NY,11,747,668,,7
3601160,BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,NY,11,219,177,,7
3601161,NYC AUTISM CHARTER SCHOOL BRONX,NY,11,33,29,,7
3601162,UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES IV,NY,11,189,173,,7
3601163,ELMWOOD VILLAGE CHARTER SCHOOL HERTEL,NY,11,416,283,,7
3601164,FORTE PREPARATORY ACADEMY CHARTER SCHOOL,NY,11,561,504,,7
3601165,BRILLA VERITAS CHARTER SCHOOL,NY,11,569,526,,7
3601166,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL 2,NY,11,335,279,,7
3601167,SUCCESS ACADEMY CHARTER SCHOOL-HUDSON YARDS,NY,11,365,235,,7
3601168,EXPLORATION ELE CS - SCIENCE-TECHNOL,NY,12,371,349,,7
3601169,ACADEMY CHARTER SCHOOL-UNIONDALE,NY,21,1607,1097,,7
3601171,ZETA CHARTER SCHOOL - INWOOD,NY,11,824,667,,7
3601172,PERSISTENCE PREPARATORY ACADEMY CHARTER SCHOOL,NY,11,434,291,,7
3601173,REACH ACADEMY CHARTER SCHOOL,NY,11,805,765,,7
3601174,ONTECH CHARTER HIGH SCHOOL,NY,12,254,,,7
3601175,CYPRESS HILLS ASCEND CHARTER SCHOOL,NY,11,485,428,,7
