LEAID,LEA_NAME,STATE_ABBR,LOCALE,TOTAL,FREE_REDUCED_LUNCH_ELIGIBLE,ENGLISH_LEARNERS,LEA_TYPE
3601176,KIPP FREEDOM CHARTER SCHOOL,NY,11,615,555,,7
3601177,ZETA CHARTER SCHOOL -SOUTH BRONX,NY,11,848,759,,7
3601178,ELM COMMUNITY CHARTER SCHOOL,NY,11,460,380,,7
3601179,EARLY COLLEGE CHARTER SCHOOL,NY,11,192,137,,7
3601180,BRONX CHARTER SCHOOL FOR EXCELLENCE 4,NY,11,452,369,,7
3601181,CITIZENSHIP AND SCIENCE ACADEMY OF SYRACUSE CHARTER SCHOOL,NY,12,764,627,,7
3601183,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,NY,11,437,354,,7
3601184,EMBLAZE ACADEMY CHARTER SCHOOL,NY,11,222,211,,7
3601186,EDMUND W GORDON BROOKLYN LABORATORY CHARTER SCHOOL,NY,11,196,159,,7
3601187,URBAN DOVE TEAM CHARTER SCHOOL II,NY,11,285,270,,7
3601188,TRUXTON ACADEMY CHARTER SCHOOL,NY,42,84,50,,7
3601189,BOQUET VALLEY CSD,NY,42,396,150,,1
3601190,ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,NY,12,394,352,,7
3601191,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,NY,11,446,397,,7
3601192,STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,NY,11,96,94,,7
3601193,NEIGHBORHOOD CHARTER SCHOOL-BRONX,NY,11,472,398,,7
3601194,CREO COLLEGE PREPARATORY CHARTER SCHOOL,NY,11,360,360,,7
3601195,AECI II:  NYC CHARTER HS,NY,11,449,448,,7
3601196,DREAM CHARTER SCHOOL MOTT HAVEN,NY,11,1304,1222,,7
3601197,UNIVERSITY PREP CHARTER MIDDLE SCHOOL,NY,11,424,370,,7
3601199,BRONX ARTS AND SCIENCE CHARTER SCHOOL,NY,11,428,388,,7
3601200,BRONX CHARTER SCHOOL FOR EXCELLENCE 5,NY,11,329,305,,7
3601201,CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,NY,11,456,429,,7
3601202,KIPP BRONX CHARTER SCHOOL II,NY,11,1008,848,,7
3601203,KIPP BRONX CHARTER SCHOOL III,NY,11,2390,2044,,7
3601204,BROOKLYN RISE CHARTER SCHOOL,NY,11,336,301,,7
3601205,LEEP DUAL LANGUAGE ACADEMY CHARTER SCHOOL,NY,11,435,399,,7
3601206,BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,NY,11,1259,578,,7
3601207,FLATBUSH ASCEND CHARTER SCHOOL,NY,11,404,354,,7
3601208,EAST FLATBUSH ASCEND CHARTER SCHOOL (EFACS),NY,11,222,196,,7
3601209,IVY HILL PREPARATORY CHARTER SCHOOL,NY,11,259,204,,7
3601210,EAST BROOKLYN ASCEND CHARTER SCHOOL (EBACS),NY,11,152,142,,7
3601211,NEW DAWN CHARTER HIGH SCHOOL II,NY,11,375,308,,7
3601212,VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,NY,11,447,365,,7
3601213,BRIDGE PREPARATORY CHARTER SCHOOL,NY,11,263,191,,7
3601214,HELLENIC CLASSICAL CHARTER SCHOOL - STATEN ISLAND,NY,11,474,206,,7
3601215,BUFFALO CREEK ACADEMY CHARTER SCHOOL,NY,11,176,41,,7
3601216,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL II,NY,11,704,649,,7
3601218,ZETA CHARTER SCHOOL - BRONX  MOUNT EDEN,NY,11,582,517,,7
3601219,ZETA CHARTER SCHOOL -  BRONX TREMONT PARK,NY,11,592,501,,7
3601220,WILDFLOWER NEW YORK CHARTER SCHOOL,NY,11,62,49,,7
3601221,BRILLA CARITAS CHARTER SCHOOL,NY,11,417,370,,7
3601222,BRILLA PAX CHARTER SCHOOL,NY,11,325,286,,7
3601223,CAPITAL PREPARATORY BRONX CHARTER SCHOOL,NY,11,488,347,,7
3601224,LAMAD ACADEMY CHARTER SCHOOL,NY,11,165,132,,7
3601225,RENAISSANCE CHARTER SCHOOL 2 (THE),NY,11,830,711,,7
3601226,PRIMARY HALL PREPARATORY CHARTER SCHOOL,NY,11,220,124,,7
3601227,KIPP BEYOND CHARTER SCHOOL,NY,11,548,436,,7
3601228,AMBER CHARTER SCHOOL INWOOD,NY,11,179,151,,7
3601229,E MONROE NEW RENAISSANCE BASKETBALL,NY,11,364,300,,7
3601230,ACHIEVEMENT FIRST LEGACY CHARTER SCHOOL,NY,11,256,212,,7
3601231,RICHMOND PREPARATORY CHARTER SCHOOL,NY,11,365,255,,7
3602310,GLENS FALLS COMMON SCHOOL DISTRICT,NY,13,141,78,,1
3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,NY,42,1797,756,,1
3602370,ADDISON CENTRAL SCHOOL DISTRICT,NY,42,1046,556,,1
3602400,AFTON CENTRAL SCHOOL DISTRICT,NY,42,450,241,,1
3602430,AKRON CENTRAL SCHOOL DISTRICT,NY,41,1258,461,,1
3602460,ALBANY CITY SCHOOL DISTRICT,NY,12,8761,5623,,1
3602520,ALBION CENTRAL SCHOOL DISTRICT,NY,32,1767,951,,1
3602550,ALDEN CENTRAL SCHOOL DISTRICT,NY,41,1481,412,,1
3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,NY,42,745,231,,1
3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,NY,42,465,185,,1
3602700,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,NY,42,505,224,,1
3602730,WINDSOR CENTRAL SCHOOL DISTRICT,NY,42,1589,713,,1
3602820,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,NY,42,1043,523,,1
3602880,AMAGANSETT UNION FREE SCHOOL DISTRICT,NY,31,112,19,,1
3602920,AMHERST CENTRAL SCHOOL DISTRICT,NY,21,3033,966,,1
3602940,AMITYVILLE UNION FREE SCHOOL DISTRICT,NY,21,2872,1984,,1
3602970,AMSTERDAM CITY SCHOOL DISTRICT,NY,32,3757,2766,,1
3603000,ANDES CENTRAL SCHOOL DISTRICT,NY,43,74,34,,1
3603030,ANDOVER CENTRAL SCHOOL DISTRICT,NY,42,245,84,,1
3603060,SCHENEVUS CENTRAL SCHOOL DISTRICT,NY,43,259,95,,1
3603180,ARDSLEY UNION FREE SCHOOL DISTRICT,NY,21,2330,291,,1
3603210,ARGYLE CENTRAL SCHOOL DISTRICT,NY,41,510,185,,1
3603240,ARKPORT CENTRAL SCHOOL DISTRICT,NY,33,439,162,,1
3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,NY,21,7806,2382,,1
3603420,ATTICA CENTRAL SCHOOL DISTRICT,NY,42,1133,450,,1
3603480,AUBURN CITY SCHOOL DISTRICT,NY,32,3975,2273,,1
3603630,AVOCA CENTRAL SCHOOL DISTRICT,NY,42,377,215,,1
3603660,AVON CENTRAL SCHOOL DISTRICT,NY,42,915,296,,1
3603720,BABYLON UNION FREE SCHOOL DISTRICT,NY,21,1509,192,,1
3603810,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,NY,42,809,361,,1
3603840,BALDWIN UNION FREE SCHOOL DISTRICT,NY,21,4448,1758,,1
3603870,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,NY,21,5465,1432,,1
3603930,BALLSTON SPA CENTRAL SCHOOL DISTRICT,NY,23,3851,1278,,1
3603960,BARKER CENTRAL SCHOOL DISTRICT,NY,42,689,268,,1
3603990,BATAVIA CITY SCHOOL DISTRICT,NY,32,2230,1210,,1
3604050,BATH CENTRAL SCHOOL DISTRICT,NY,32,1419,809,,1
3604080,BAY SHORE UNION FREE SCHOOL DISTRICT,NY,21,5874,2406,,1
3604110,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,NY,21,1851,275,,1
3604140,BEACON CITY SCHOOL DISTRICT,NY,21,2613,1035,,1
3604200,BEAVER RIVER CENTRAL SCHOOL DISTRICT,NY,42,871,350,,1
3604290,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,NY,42,2025,1007,,1
3604350,BELFAST CENTRAL SCHOOL DISTRICT,NY,43,328,165,,1
3604370,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,NY,42,504,224,,1
3604410,BELLMORE UNION FREE SCHOOL DISTRICT,NY,21,1138,183,,1
3604530,BEMUS POINT CENTRAL SCHOOL DISTRICT,NY,32,583,188,,1
3604620,BERLIN CENTRAL SCHOOL DISTRICT,NY,42,591,284,,1
3604650,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NY,42,711,234,,1
3604710,BETHLEHEM CENTRAL SCHOOL DISTRICT,NY,21,4115,659,,1
3604740,BETHPAGE UNION FREE SCHOOL DISTRICT,NY,21,2976,790,,1
3604757,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,NY,42,336,145,,1
3604758,KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,NY,13,117,116,,1
3604870,BINGHAMTON CITY SCHOOL DISTRICT,NY,13,4784,3301,,1
3604920,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,NY,41,760,288,,1
3605010,BOLTON CENTRAL SCHOOL DISTRICT,NY,41,166,50,,1
3605040,ADIRONDACK CENTRAL SCHOOL DISTRICT,NY,42,1186,510,,1
3605220,BRADFORD CENTRAL SCHOOL DISTRICT,NY,42,257,128,,1
3605280,BRENTWOOD UNION FREE SCHOOL DISTRICT,NY,21,18462,14870,,1
3605310,BREWSTER CENTRAL SCHOOL DISTRICT,NY,41,3030,1150,,1
3605340,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,NY,21,1336,41,,1
3605370,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,NY,21,185,68,,1
3605460,BRIGHTON CENTRAL SCHOOL DISTRICT,NY,21,3461,799,,1
3605520,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),NY,41,1108,356,,1
3605580,BROCKPORT CENTRAL SCHOOL DISTRICT,NY,31,3341,1450,,1
3605610,BROCTON CENTRAL SCHOOL DISTRICT,NY,42,528,293,,1
3605640,BRONXVILLE UNION FREE SCHOOL DISTRICT,NY,21,1570,64,,1
3605670,BROOKFIELD CENTRAL SCHOOL DISTRICT,NY,42,203,100,,1
3605820,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,NY,43,806,434,,1
3605850,BUFFALO CITY SCHOOL DISTRICT,NY,11,30077,25501,,1
3605940,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,NY,21,3137,601,,1
3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,NY,41,2350,106,,1
3606090,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,NY,42,926,399,,1
3606160,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,NY,42,1064,641,,1
3606180,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,NY,41,812,306,,1
3606210,CAMBRIDGE CENTRAL SCHOOL DISTRICT,NY,42,787,375,,1
3606240,CAMDEN CENTRAL SCHOOL DISTRICT,NY,42,2044,974,,1
3606300,CANAJOHARIE CENTRAL SCHOOL DISTRICT,NY,32,869,410,,1
3606330,CANANDAIGUA CITY SCHOOL DISTRICT,NY,31,3189,1182,,1
3606360,CANASERAGA CENTRAL SCHOOL DISTRICT,NY,42,205,110,,1
3606390,CANASTOTA CENTRAL SCHOOL DISTRICT,NY,32,1240,443,,1
3606420,CANDOR CENTRAL SCHOOL DISTRICT,NY,42,723,445,,1
3606470,CANTON CENTRAL SCHOOL DISTRICT,NY,41,1067,392,,1
3606500,SPACKENKILL UNION FREE SCHOOL DISTRICT,NY,21,1585,389,,1
3606540,CARLE PLACE UNION FREE SCHOOL DISTRICT,NY,21,1294,307,,1
3606570,CARMEL CENTRAL SCHOOL DISTRICT,NY,21,3696,1293,,1
3606630,CARTHAGE CENTRAL SCHOOL DISTRICT,NY,41,3183,1440,,1
3606660,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,NY,42,817,414,,1
3606690,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,NY,42,859,360,,1
3606720,CATSKILL CENTRAL SCHOOL DISTRICT,NY,31,1255,650,,1
3606780,CAZENOVIA CENTRAL SCHOOL DISTRICT,NY,42,1364,368,,1
3606840,CENTER MORICHES UNION FREE SCHOOL DISTRICT,NY,21,1411,413,,1
3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,NY,21,7981,4974,,1
3606900,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,NY,21,3522,1526,,1
3606990,CHAPPAQUA CENTRAL SCHOOL DISTRICT,NY,21,3539,197,,1
3607020,GRAND ISLAND CENTRAL SCHOOL DISTRICT,NY,21,2854,782,,1
3607050,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,NY,42,322,148,,1
3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,NY,43,574,265,,1
3607110,CHATHAM CENTRAL SCHOOL DISTRICT,NY,42,925,345,,1
3607170,CHAZY UNION FREE SCHOOL DISTRICT,NY,42,463,157,,1
3607230,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,NY,13,2373,1581,,1
3607260,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,NY,22,1315,481,,1
3607290,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,NY,22,1718,630,,1
3607320,WESTHILL CENTRAL SCHOOL DISTRICT,NY,21,1735,519,,1
3607380,CHESTER UNION FREE SCHOOL DISTRICT,NY,31,978,385,,1
3607440,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,NY,42,153,38,,1
3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,NY,41,1919,702,,1
3607530,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,NY,41,3851,1118,,1
3607560,CINCINNATUS CENTRAL SCHOOL DISTRICT,NY,42,491,213,,1
3607590,CLARENCE CENTRAL SCHOOL DISTRICT,NY,21,4122,672,,1
3607650,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,NY,42,816,255,,1
3607680,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,NY,13,1437,811,,1
3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,NY,43,247,143,,1
3607770,CLINTON CENTRAL SCHOOL DISTRICT,NY,22,1226,286,,1
3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,NY,42,727,417,,1
3607890,CLYMER CENTRAL SCHOOL DISTRICT,NY,42,340,128,,1
3607980,COHOES CITY SCHOOL DISTRICT,NY,21,1903,1298,,1
3608010,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,NY,21,1536,33,,1
3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,NY,42,364,128,,1
3608130,COMMACK UNION FREE SCHOOL DISTRICT,NY,21,5449,912,,1
3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,NY,21,5326,1018,,1
3608250,COOPERSTOWN CENTRAL SCHOOL DISTRICT,NY,42,775,219,,1
3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,NY,42,475,133,,1
3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,NY,21,4822,2714,,1
3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,NY,42,900,339,,1
3608370,CORINTH CENTRAL SCHOOL DISTRICT,NY,31,1065,492,,1
3608400,CORNING CITY SCHOOL DISTRICT,NY,31,4381,1926,,1
3608430,CORNWALL CENTRAL SCHOOL DISTRICT,NY,21,3031,597,,1
3608460,CORTLAND CITY SCHOOL DISTRICT,NY,32,1937,1047,,1
3608470,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,NY,21,208,182,,1
3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,NY,32,1151,364,,1
3608580,CROTON-HARMON UNION FREE SCHOOL DISTRICT,NY,21,1566,220,,1
3608610,CROWN POINT CENTRAL SCHOOL DISTRICT,NY,43,320,109,,1
3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,NY,32,1356,671,,1
3608850,DERUYTER CENTRAL SCHOOL DISTRICT,NY,42,315,132,,1
3608880,DEER PARK UNION FREE SCHOOL DISTRICT,NY,21,4139,1751,,1
3608910,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,NY,43,742,282,,1
3608970,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,NY,42,2170,1057,,1
3609030,DEPEW UNION FREE SCHOOL DISTRICT,NY,21,1903,791,,1
3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,NY,42,513,269,,1
3609090,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,NY,21,2461,669,,1
3609120,DOBBS FERRY UNION FREE SCHOOL DISTRICT,NY,21,1499,234,,1
3609210,DOVER UNION FREE SCHOOL DISTRICT,NY,41,1344,823,,1
3609240,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NY,43,229,75,,1
3609330,DRYDEN CENTRAL SCHOOL DISTRICT,NY,42,1352,555,,1
3609360,DUANESBURG CENTRAL SCHOOL DISTRICT,NY,42,662,194,,1
3609390,DUNDEE CENTRAL SCHOOL DISTRICT,NY,42,614,315,,1
3609420,DUNKIRK CITY SCHOOL DISTRICT,NY,32,1980,1417,,1
3609540,EAST AURORA UNION FREE SCHOOL DISTRICT,NY,31,1771,203,,1
3609630,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,NY,21,4155,1002,,1
3609660,EAST HAMPTON UNION FREE SCHOOL DISTRICT,NY,31,1766,518,,1
3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,NY,21,2809,1718,,1
3609720,EAST ISLIP UNION FREE SCHOOL DISTRICT,NY,21,3406,966,,1
3609840,EAST MEADOW UNION FREE SCHOOL DISTRICT,NY,21,7949,2166,,1
3609870,EAST MORICHES UNION FREE SCHOOL DISTRICT,NY,21,626,138,,1
3609900,EAST QUOGUE UNION FREE SCHOOL DISTRICT,NY,21,388,77,,1
3609930,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,NY,21,948,342,,1
3609960,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,NY,21,1130,382,,1
3609990,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,NY,41,3512,1499,,1
3610050,EAST WILLISTON UNION FREE SCHOOL DISTRICT,NY,21,1582,85,,1
3610080,EASTCHESTER UNION FREE SCHOOL DISTRICT,NY,21,2933,66,,1
3610140,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,NY,21,81,65,,1
3610170,EDEN CENTRAL SCHOOL DISTRICT,NY,41,1298,150,,1
3610200,EDGEMONT UNION FREE SCHOOL DISTRICT,NY,21,1844,8,,1
3610230,EDINBURG COMMON SCHOOL DISTRICT,NY,42,53,17,,1
3610260,EDMESTON CENTRAL SCHOOL DISTRICT,NY,42,405,162,,1
3610380,ELBA CENTRAL SCHOOL DISTRICT,NY,42,416,178,,1
3610410,ELDRED CENTRAL SCHOOL DISTRICT,NY,42,467,183,,1
3610500,ELLENVILLE CENTRAL SCHOOL DISTRICT,NY,32,1510,820,,1
3610530,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,NY,42,526,179,,1
3610560,ELMIRA CITY SCHOOL DISTRICT,NY,23,5441,3828,,1
3610590,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,NY,23,1051,533,,1
3610620,ELMONT UNION FREE SCHOOL DISTRICT,NY,21,3425,1830,,1
3610650,ELMSFORD UNION FREE SCHOOL DISTRICT,NY,21,1045,418,,1
3610680,ELWOOD UNION FREE SCHOOL DISTRICT,NY,21,1948,475,,1
3610710,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,NY,22,3680,1881,,1
3610860,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,NY,42,659,197,,1
3610890,FAIRPORT CENTRAL SCHOOL DISTRICT,NY,21,5269,1161,,1
3610920,FALCONER CENTRAL SCHOOL DISTRICT,NY,32,1082,529,,1
3610950,FALLSBURG CENTRAL SCHOOL DISTRICT,NY,32,1592,1111,,1
3610980,FARMINGDALE UNION FREE SCHOOL DISTRICT,NY,21,5267,1409,,1
3611070,FILLMORE CENTRAL SCHOOL DISTRICT,NY,43,624,332,,1
3611100,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,NY,41,56,,,1
3611160,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,NY,21,1584,309,,1
3611190,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,NY,41,1275,416,,1
3611250,FORESTVILLE CENTRAL SCHOOL DISTRICT,NY,42,413,162,,1
3611280,FORT ANN CENTRAL SCHOOL DISTRICT,NY,42,475,182,,1
3611310,FORT EDWARD UNION FREE SCHOOL DISTRICT,NY,23,374,221,,1
3611370,FORT PLAIN CENTRAL SCHOOL DISTRICT,NY,32,695,384,,1
3611400,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,NY,31,878,341,,1
3611430,FRANKLIN CENTRAL SCHOOL DISTRICT,NY,42,220,88,,1
3611460,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,NY,21,1889,447,,1
3611490,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,NY,42,654,282,,1
3611520,FREDONIA CENTRAL SCHOOL DISTRICT,NY,32,1512,620,,1
3611550,FREEPORT UNION FREE SCHOOL DISTRICT,NY,21,6259,4105,,1
3611610,FREWSBURG CENTRAL SCHOOL DISTRICT,NY,42,753,289,,1
3611640,FRIENDSHIP CENTRAL SCHOOL DISTRICT,NY,42,285,152,,1
3611670,FRONTIER CENTRAL SCHOOL DISTRICT,NY,21,4549,1568,,1
3611700,FULTON CITY SCHOOL DISTRICT,NY,31,3159,1684,,1
3611730,GALWAY CENTRAL SCHOOL DISTRICT,NY,42,848,290,,1
3611740,GANANDA CENTRAL SCHOOL DISTRICT,NY,41,875,246,,1
3611760,GARDEN CITY UNION FREE SCHOOL DISTRICT,NY,21,4064,156,,1
3611860,GARRISON UNION FREE SCHOOL DISTRICT,NY,41,208,10,,1
3611880,GATES CHILI CENTRAL SCHOOL DISTRICT,NY,21,3799,1929,,1
3611910,GENERAL BROWN CENTRAL SCHOOL DISTRICT,NY,41,1374,552,,1
3611940,GENESEO CENTRAL SCHOOL DISTRICT,NY,41,897,347,,1
3611970,GENEVA CITY SCHOOL DISTRICT,NY,32,2059,1306,,1
3612030,GERMANTOWN CENTRAL SCHOOL DISTRICT,NY,41,463,194,,1
3612120,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NY,43,262,109,,1
3612180,GLEN COVE CITY SCHOOL DISTRICT,NY,21,3221,1788,,1
3612240,GLENS FALLS CITY SCHOOL DISTRICT,NY,13,2025,924,,1
3612270,GLOVERSVILLE CITY SCHOOL DISTRICT,NY,32,2582,1803,,1
3612300,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),NY,41,1091,426,,1
3612330,GOSHEN CENTRAL SCHOOL DISTRICT,NY,23,2825,811,,1
3612360,GOUVERNEUR CENTRAL SCHOOL DISTRICT,NY,42,1428,782,,1
3612390,GOWANDA CENTRAL SCHOOL DISTRICT,NY,32,1097,420,,1
3612400,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,NY,21,105,50,,1
3612450,GRANVILLE CENTRAL SCHOOL DISTRICT,NY,42,1004,462,,1
3612510,GREAT NECK UNION FREE SCHOOL DISTRICT,NY,21,6837,1620,,1
3612630,GREECE CENTRAL SCHOOL DISTRICT,NY,21,10046,4988,,1
3612660,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NY,21,231,133,,1
3612720,GREENBURGH CENTRAL SCHOOL DISTRICT,NY,21,1645,623,,1
3612750,GREENE CENTRAL SCHOOL DISTRICT,NY,42,932,353,,1
3612840,GREENPORT UNION FREE SCHOOL DISTRICT,NY,23,695,381,,1
3612870,GREENVILLE CENTRAL SCHOOL DISTRICT,NY,42,1071,385,,1
3612900,GREENWICH CENTRAL SCHOOL DISTRICT,NY,42,883,327,,1
3612960,GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,NY,41,430,123,,1
3612990,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,NY,42,1610,563,,1
3613020,GROTON CENTRAL SCHOOL DISTRICT,NY,42,801,395,,1
3613080,GUILDERLAND CENTRAL SCHOOL DISTRICT,NY,21,4955,1263,,1
3613110,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,NY,41,635,311,,1
3613230,HALDANE CENTRAL SCHOOL DISTRICT,NY,41,782,128,,1
3613290,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,NY,21,7302,1970,,1
3613350,HAMBURG CENTRAL SCHOOL DISTRICT,NY,21,3361,803,,1
3613380,HAMILTON CENTRAL SCHOOL DISTRICT,NY,42,553,133,,1
3613440,HAMMOND CENTRAL SCHOOL DISTRICT,NY,42,237,108,,1
3613470,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,NY,32,402,195,,1
3613530,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,NY,21,2036,466,,1
3613560,HANCOCK CENTRAL SCHOOL DISTRICT,NY,43,299,125,,1
3613590,HANNIBAL CENTRAL SCHOOL DISTRICT,NY,42,1254,722,,1
3613620,HARBORFIELDS CENTRAL SCHOOL DISTRICT,NY,21,2804,507,,1
3613710,HARPURSVILLE CENTRAL SCHOOL DISTRICT,NY,42,614,334,,1
3613740,HARRISON CENTRAL SCHOOL DISTRICT,NY,21,3812,739,,1
3613770,HARRISVILLE CENTRAL SCHOOL DISTRICT,NY,42,312,155,,1
3613830,HARTFORD CENTRAL SCHOOL DISTRICT,NY,42,361,156,,1
3613950,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,NY,21,1604,64,,1
3613980,HAUPPAUGE UNION FREE SCHOOL DISTRICT,NY,21,3165,640,,1
3614010,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),NY,21,8396,4378,,1
3614070,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,NY,21,127,46,,1
3614130,HEMPSTEAD UNION FREE SCHOOL DISTRICT,NY,21,5677,3984,,1
3614190,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,NY,21,2225,755,,1
3614220,HERKIMER CENTRAL SCHOOL DISTRICT,NY,31,1136,544,,1
3614250,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,NY,42,381,181,,1
3614280,HERRICKS UNION FREE SCHOOL DISTRICT,NY,21,4276,986,,1
3614310,HEUVELTON CENTRAL SCHOOL DISTRICT,NY,42,533,154,,1
3614340,HICKSVILLE UNION FREE SCHOOL DISTRICT,NY,21,5356,2807,,1
3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,NY,21,1563,544,,1
3614430,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,NY,31,1007,404,,1
3614460,HILTON CENTRAL SCHOOL DISTRICT,NY,31,4169,1033,,1
3614490,HINSDALE CENTRAL SCHOOL DISTRICT,NY,33,369,173,,1
3614550,HOLLAND CENTRAL SCHOOL DISTRICT,NY,42,771,240,,1
3614580,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,NY,42,1266,411,,1
3614610,HOLLEY CENTRAL SCHOOL DISTRICT,NY,42,955,558,,1
3614640,HOMER CENTRAL SCHOOL DISTRICT,NY,32,1873,690,,1
3614670,HONEOYE CENTRAL SCHOOL DISTRICT,NY,42,568,232,,1
3614700,HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,NY,41,2083,435,,1
3614730,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,NY,42,850,308,,1
